Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
13/05/2016,MOTORPOINT GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,121.76
17/02/1960,MOUNTVIEW ESTATES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,424.99
19/06/2014,MPAC GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,47.6
28/10/2002,M.P. EVANS GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,478.27
24/03/1965,MS INTERNATIONAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,88.39
16/03/2006,MTI WIRELESS EDGE LTD.,Telecommunications,Telecommunications,Israel,Middle East,AIM ,Yes,45.15
23/05/1996,MULBERRY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,129.17
17/09/1953,MURRAY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,968.2
21/06/1945,MURRAY INTERNATIONAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,672.67"
22/04/2021,MUSICMAGPIE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,27.49
29/07/2019,MUSTANG ENERGY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,3.15
12/11/2009,M WINKWORTH PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,22.6
27/06/2013,MYANMAR INVESTMENTS INTERNATIONAL LIMITED,Financials,Financial Services ,British Virgin Islands,North America,AIM ,Yes,2.62
04/08/2011,MYCELX TECHNOLOGIES CORPORATION,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,7.35
26/07/2016,MYHEALTHCHECKED PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,8.19
07/06/2005,N4 PHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,3.86
29/05/2014,NAHL GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,17.14
11/11/1996,NAKED WINES PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,75.85
01/05/2015,NANOCO GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,76.42
17/11/2014,NANOSYNTH GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,5.46
08/03/2021,NARF INDUSTRIES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,15.7
26/04/1995,NATIONAL EXPRESS GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,747.34
31/01/2002,NATIONAL GRID PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"40,311.87"
19/09/2019,NATIONAL WORLD PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,56.43
11/07/1986,NATIONWIDE BUILDING SOCIETY,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"1,240.27"
10/07/1968,NATWEST GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"25,288.45"
10/06/2010,NB DISTRESSED DEBT INVESTMENT FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,9.21
20/04/2011,NB GLOBAL MONTHLY INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,129.4
30/06/2009,NB PRIVATE EQUITY PARTNERS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,612.73
13/07/2007,NCC GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,318.89
28/02/2022,NEOMETALS LTD,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,175.48
30/07/2010,NETCALL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,158.45
16/09/2013,NETSCIENTIFIC PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,15.71
10/04/2019,NETWORK INTERNATIONAL HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,313.28"
14/09/2021,NET ZERO INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.76
03/04/2007,NEW CENTURY AIM VCT 2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.89
24/03/2005,NEW CENTURY AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2
11/03/2022,NEW ENERGY ONE ACQUISITION CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,178.5
20/09/2002,NEWMARK SECURITY PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,4.59
18/08/2016,NEWRIVER REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,244.94
02/05/2000,NEW STAR INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,84.52
25/04/2014,NEXTENERGY SOLAR FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,618.59
31/03/2005,NEXT FIFTEEN COMMUNICATIONS GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,825.46
25/11/2002,NEXT PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"8,460.61"
11/07/2017,NEXUS INFRASTRUCTURE PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,15.22
11/06/2004,NICHOLS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,412.17
13/01/2021,NIGHTCAP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,18.16
16/03/2020,NINETY ONE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,153.10"
18/03/2014,NIOX GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,195.37
21/02/2020,NIPPON ACTIVE VALUE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,155.97
14/04/2016,NON-STANDARD FINANCE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.28
16/07/2007,NORCROS PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,166.05
03/12/2008,NORMAN BROADBENT PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.25
02/09/2013,NORTHAMBER PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,11.16
21/10/1952,NORTH AMERICAN INCOME TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,394.06
31/01/1973,NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,457.79
27/07/2021,NORTHCODERS GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,23.63
21/04/1999,NORTHERN 2 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,101.17
17/12/2001,NORTHERN 3 VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,104.21
19/12/2006,NORTHERN BEAR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.12
11/09/1995,NORTHERN ELECTRIC PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,153.87
01/11/1995,NORTHERN VENTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,94.83
23/02/2005,NOSTRA TERRA OIL AND GAS COMPANY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1.64
20/06/2014,NOSTRUM OIL & GAS PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,14.69
01/11/2017,NOVACYT S.A.,Health Care ,Health Care  ,France,Europe,AIM ,Yes,39.52
14/11/2018,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",Financials,Banks,Slovenia,Europe,MAIN MARKET ,Yes,-
27/10/2021,NOVENTIQ HOLDINGS PLC,Technology,Technology,Cyprus,Europe,MAIN MARKET ,Yes,-
17/12/2015,NUFORMIX PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,2.2
27/03/1996,NUMIS CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,236.78
25/09/1995,NWF GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,121.05
03/08/2007,OAKLEY CAPITAL INVESTMENTS LIMITED,Financials,Financial Services ,Bermuda,North America,MAIN MARKET ,Yes,800.06
26/07/2010,OCADO GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"4,421.27"
13/07/1992,OCEAN WILSONS (HOLDINGS) LD,Industrials,Industrial Goods and Services,Bermuda,North America,MAIN MARKET ,Yes,320.04
25/01/2006,OCTOPUS AIM VCT 2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,87.36
17/03/1998,OCTOPUS AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,126.44
17/10/2006,OCTOPUS APOLLO VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,331.91
05/04/2022,OCTOPUS FUTURE GENERATIONS VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,41.44
10/12/2019,OCTOPUS RENEWABLES INFRASTRUCTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,537.25
28/12/2007,OCTOPUS TITAN VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,019.12"
01/05/2018,ODYSSEAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,185.23
06/12/2006,OIL AND GAS DEVELOPMENT COMPANY LIMITED,Energy,Energy,Pakistan,Asia,MAIN MARKET ,Yes,-
05/11/2010,O'KEY GROUP S.A.,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",Luxembourg,Europe,MAIN MARKET ,Yes,-
17/07/2018,OKYO PHARMA LIMITED,Health Care ,Health Care  ,Guernsey,Europe,MAIN MARKET ,No,34.01
26/06/2018,OLD MUTUAL LIMITED,Financials,Insurance,South Africa,Africa,MAIN MARKET ,Yes,"2,599.44"
21/12/2010,OMEGA DIAGNOSTICS GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,7.37
20/10/2016,OMV PETROM S.A.,Energy,Energy,Romania,Europe,MAIN MARKET ,Yes,-
18/05/2016,ONCIMMUNE HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,27.84
06/12/2021,ONDINE BIOMEDICAL INC.,Health Care ,Health Care  ,Canada,North America,AIM ,Yes,30.65
28/07/2021,ONDO INSURTECH PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,4.94
23/12/2020,ONE HERITAGE GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,6.38
18/04/2013,ONE MEDIA IP GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,12.79
18/12/1996,ONLINE BLOCKCHAIN PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,2.72
22/09/2015,ON THE BEACH GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,239.24
09/02/2018,ONTHEMARKET PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,53.65
30/03/2023,ONWARD OPPORTUNITIES LIMITED,,,Guernsey,Europe,AIM ,No,13.26
30/05/2008,OPG POWER VENTURES PLC,Utilities,Utilities,Isle of Man,Europe,AIM ,No,36.47
05/08/2014,OPTIBIOTIX HEALTH PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,9.35
20/04/2011,ORACLE POWER PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,5.4
13/03/2012,ORASCOM INVESTMENT HOLDING S.A.E,Telecommunications,Telecommunications,Egypt,Middle East,MAIN MARKET ,Yes,-
15/07/2021,ORCADIAN ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,3.99
01/07/2015,ORCHARD FUNDING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,8.54
18/10/2017,ORIENT TELECOMS PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,1.2
05/06/2007,ORIGIN ENTERPRISES PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,AIM ,Yes,413.15
04/01/2006,ORIOLE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,3.13
19/04/2005,ORMONDE MINING PLC,Financials,Financial Services ,Ireland,Europe,AIM ,Yes,0
15/12/2004,OROSUR MINING INC,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,13.95
02/03/1995,ORYX INTERNATIONAL GROWTH FUND LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,167.3
30/11/2020,OSB GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,068.17"
15/04/2016,OSIRIUM TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,1.96
27/09/2004,OTP BANK PLC,Financials,Banks,Hungary,Europe,ADMISSION TO TRADING ONLY ,Yes,-
30/06/2005,OVOCA BIO PLC,Health Care ,Health Care  ,Ireland,Europe,AIM ,Yes,4.69
06/12/2016,OXFORD BIODYNAMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,20.91
17/04/2001,OXFORD BIOMEDICA PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,418.35
21/05/2021,OXFORD CANNABINOID TECHNOLOGIES HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,11.04
12/10/1983,OXFORD INSTRUMENTS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,445.52"
10/04/2001,OXFORD METRICS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,128.94
30/09/2021,OXFORD NANOPORE TECHNOLOGIES PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"1,838.13"
05/04/2000,OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,7.18
29/01/1985,PACIFIC ASSETS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,428.19
22/09/1989,PACIFIC HORIZON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,521.75
02/04/2001,PAGEGROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,499.82"
06/01/2006,PALACE CAPITAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,94.44
31/07/2007,PAN AFRICAN RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,368.55
16/11/2021,PANTHEON INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,404.16
21/09/1987,PANTHEON INTERNATIONAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,239.05"
05/04/2006,PANTHEON RESOURCES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,186.25
21/12/2017,PANTHERA RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.97
09/01/2020,PANTHER METALS PLC,Basic Materials,Basic Resources,Isle of Man,Europe,MAIN MARKET ,No,2.46
30/12/2013,PANTHER SECURITIES PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,47.17
15/05/1989,PARAGON BANKING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,178.70"
05/07/2013,PARITY GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,5.67
13/03/2000,PARKMEAD GROUP (THE) PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,38.24
10/02/2011,PATHFINDER MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,2.53
24/09/2004,PAYPOINT PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,330.13
20/06/2017,PCGH ZDP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,36.63
29/09/2000,PCI-PAL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,32.73
13/08/1969,PEARSON PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"6,046.89"
20/01/2014,PEBBLE BEACH SYSTEMS GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,9.03
29/09/2021,PEEL HUNT LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,130.18
19/12/2017,PELATRO PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,2.44
01/08/2011,PEMBRIDGE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,1.36
16/04/2013,PEMBROKE VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,201.84
13/11/1989,PENDRAGON PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,231.19
12/03/1998,PENNANT INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,13.61
12/12/1989,PENNON GROUP PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"2,283.80"
21/12/2017,PENNPETRO ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,2.66
06/07/2020,PENSANA PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,100.03
21/04/2021,PENSIONBEE GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,211.86
05/05/2015,PERMANENT TSB GROUP HOLDINGS PLC,Financials,Banks,Ireland,Europe,MAIN MARKET ,Yes,"1,124.20"
02/05/2017,PERSHING SQUARE HOLDINGS LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"10,727.92"
29/04/1985,PERSIMMON PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,010.70"
02/09/1983,PERSONAL ASSETS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,871.51"
27/11/2000,PERSONAL GROUP HOLDINGS PLC,Financials,Insurance,United Kingdom,Europe,AIM ,No,64.47
03/03/1997,PETARDS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,5.65
28/09/2021,PETERSHILL PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,921.10"
17/06/2005,PETRA DIAMONDS LIMITED,Basic Materials,Basic Resources,Bermuda,North America,MAIN MARKET ,Yes,145.65
18/08/2000,PETREL RESOURCES PLC,Energy,Energy,Ireland,Europe,AIM ,Yes,2.31
07/10/2005,PETROFAC LIMITED,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,411.11
01/05/2008,PETRO MATAD LIMITED,Energy,Energy,Isle of Man,Europe,AIM ,No,43.44
27/09/2006,PETRONEFT RESOURCES PLC,Energy,Energy,Ireland,Europe,AIM ,Yes,3.22
24/12/2018,PETROTAL CORPORATION,Energy,Energy,Canada,North America,AIM ,Yes,378.43
17/03/2014,PETS AT HOME GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"1,783"
29/05/1997,PHAROS ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,96.67
29/06/2017,PHOENIX COPPER LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,25.75
13/12/2018,PHOENIX GROUP HOLDINGS PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"5,466.01"
15/06/2015,PHOENIX SPREE DEUTSCHLAND LIMITED,Real Estate,Real Estate ,Jersey,Europe,MAIN MARKET ,No,170.34
04/07/2005,PHSC PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1.72
20/12/2004,PHYSIOMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,3.51
25/10/2005,PICTON PROPERTY INCOME LD,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,379.49
24/12/2020,PINEAPPLE POWER CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.46
05/12/2000,PIPEHAWK PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,4.45
02/12/2003,PIRES INVESTMENTS PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,3.93
30/09/2004,PITTARDS PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,2.29
27/09/2004,PJSC MMC NORILSK NICKEL,Basic Materials,Basic Resources,Russian Federation,Europe,ADMISSION TO TRADING ONLY ,Yes,-
13/07/2011,PJSC PHOSAGRO,Basic Materials,Chemicals,Russian Federation,Europe,MAIN MARKET ,Yes,-
13/12/1996,PJSC TATNEFT,Energy,Energy,Russian Federation,Europe,MAIN MARKET ,Yes,-
06/07/2004,PLANT HEALTH CARE PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,32.99
28/03/2006,PLAYTECH PLC,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,MAIN MARKET ,No,"1,614.50"
01/11/2006,PLAZA CENTERS N.V.,Real Estate,Real Estate ,Netherlands,Europe,MAIN MARKET ,Yes,2.74
09/12/2005,PLEXUS HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,3
24/07/2013,PLUS500 LTD,Financials,Financial Services ,Israel,Middle East,MAIN MARKET ,Yes,"1,548.79"
01/12/2020,PMGR SECURITIES 2025 PLC,,,United Kingdom,Europe,MAIN MARKET ,No,-
04/11/2021,POD POINT GROUP HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,122.84
01/07/2013,POLAR CAPITAL GLOBAL FINANCIALS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,441.5
15/06/2010,POLAR CAPITAL GLOBAL HEALTHCARE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,384.43
06/02/2007,POLAR CAPITAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,456.08
16/12/1996,POLAR CAPITAL TECHNOLOGY TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,536.17"
29/03/2018,POLAREAN IMAGING PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,45.81
23/12/2015,POLLEN STREET PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,359.57
02/11/2011,POLYMETAL INTERNATIONAL PLC,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET ,No,"1,077.50"
19/07/2021,POOLBEG PHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,38.75
17/06/2004,PORTMEIRION GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,52.83
20/02/1992,PORVAIR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,278.11
14/11/2006,POWERCHIP TECHNOLOGY CORPORATION,Technology,Technology,Taiwan,Asia,ADMISSION TO TRADING ONLY ,Yes,-
12/06/2002,POWERHOUSE ENERGY GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,39.57
09/10/2012,POWER METAL RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,16.09
17/07/2007,PPHE HOTEL GROUP LIMITED,Consumer Discretionary,Travel and Leisure,Guernsey,Europe,MAIN MARKET ,No,487.13
24/05/2018,PREDATOR OIL & GAS HOLDINGS PLC,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,27.78
10/12/2012,PREMIER AFRICAN MINERALS LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,208.26
23/07/2004,PREMIER FOODS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"1,058.44"
04/11/2003,PREMIER MITON GLOBAL RENEWABLES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,24.53
07/10/2016,PREMIER MITON GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,161.07
06/06/2007,PRESSURE TECHNOLOGIES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,17.21
