Market,Date,Month,Year,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (Â£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,Market_new,0,1,2,3
UK Main Market,2019-06-05,2019-06-01,2019,AERI,AQUILA EUROPEAN RENEWABLES INCOME FUND PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,1.0,EUR,139.67,No Advisor,136.29,0,136.29,1.0199999809265137,1.0199999809265137,1.0199999809265137,0.8727189898490906,2141423.0,0.8813597559928894,0.8900005221366882,0.9310441613197328,0.9440656304359436,0.9003351926803589,0.989363133907318,,,3,0.0,0.0,0.0,1.0
UK Main Market,2019-06-04,2019-06-01,2019,WOSG,WATCHES OF SWITZERLAND GROUP PLC,New Company Placing,United Kingdom,3763.0,Personal Goods,Clothing & Accessories,270.0,GBX,730.34,No Advisor,155.0,65,220,309.0,315.0,295.20001220703125,305.8999938964844,8405889.0,300.0,275.0,294.5,300.0,283.0,786.0,,,3,0.0,1.0,0.0,0.0
AIM,2019-05-29,2019-05-01,2019,ESYS,ESSENSYS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,151.0,GBX,79.38,Nplus1 Singer Advisory LLP,14.0,14,28,169.85350036621094,174.8491973876953,174.8491973876953,173.85009765625,1447511.0,181.34359741210935,191.8345947265625,164.85780334472656,200.8267974853516,169.85350036621094,274.7630920410156,,,0,1.0,0.0,0.0,0.0
UK Main Market,2019-05-28,2019-05-01,2019,RCOI,RIVERSTONE CREDIT OPPORTUNITIES INCOME PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,USD,81.15,No Advisor,76.8,0,76.8,1.0299999713897705,1.0299999713897705,1.0299999713897705,0.7831348776817322,4040000.0,0.7822912931442261,0.7707869410514832,0.7612000703811646,0.7305219769477844,0.5795552134513855,0.7338448762893677,,,3,1.0,0.0,0.0,0.0
AIM,2019-05-22,2019-05-01,2019,INHC,INDUCTION HEALTHCARE GROUP PLC,New Company Placing,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,115.0,GBX,35.11,Numis Securities Limited,14.58,0,14.58,119.0,121.0,119.0,119.5,29217.0,119.5,118.5,117.5,117.5,98.5,91.0,,,0,1.0,0.0,0.0,0.0
AIM,2019-04-29,2019-04-01,2019,LGRS,LOUNGERS PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,200.0,GBX,198.41,Altium Capital Limited,61.6,0,61.6,217.5,217.5,215.0,216.0,4164982.0,215.0,220.5,204.0,198.5,96.0,295.0,,,0,0.0,0.0,0.0,1.0
UK Main Market,2019-04-18,2019-04-01,2019,BRES,BLENCOWE RESOURCES PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,4.0,GBX,1.42,No Advisor,0.34,0,0.34,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,7.0,,,3,0.0,1.0,0.0,0.0
UK Main Market,2019-04-16,2019-04-01,2019,USF,US SOLAR FUND PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,USD,158.68,No Advisor,153.1,0,153.1,1.0399999618530271,1.0399999618530271,1.010200023651123,0.8796672224998474,200.0,0.8838512897491455,0.8753117918968201,0.8753117918968201,0.8390184044837952,0.7754449844360352,0.9144761562347412,,,3,0.0,0.0,0.0,1.0
UK Main Market,2019-04-15,2019-04-01,2019,NETW,NETWORK INTERNATIONAL HOLDINGS PLC,New Company Placing,United Kingdom,2795.0,Support Services,Financial Administration,435.0,GBX,2605,No Advisor,0.0,1217.78,1217.78,515.0,549.5999755859375,500.7000122070313,517.796875,56062569.0,510.8532409667969,535.6519775390625,569.378173828125,520.7727661132812,367.0207824707031,447.6000061035156,,,3,0.0,0.0,0.0,1.0
UK Main Market,2019-03-28,2019-03-01,2019,FAR,FERRO-ALLOY RESOURCES LIMITED,New Company Placing,Guernsey,1755.0,Industrial Metals & Mining,Nonferrous Metals,70.0,GBX,200.31,No Advisor,5.26,0,5.26,64.0,64.0,55.0,55.5,223381.0,58.0,34.5,36.0,19.25,11.25,31.799999237060547,,,3,1.0,0.0,0.0,0.0
UK Main Market,2019-03-27,2019-03-01,2019,MNTN,THE SCHIEHALLION FUND LIMITED,New Company Placing,Guernsey,0.0,Not Identified,Not Identified,1.0,USD,405.76,No Advisor,360.52,0,360.52,1.0499999523162842,1.1200000047683716,1.0499999523162842,1.125,34250.0,1.1449999809265137,1.1449999809265137,1.1749999523162842,1.1749999523162842,1.274999976158142,1.7999999523162842,,,3,0.0,0.0,0.0,1.0
AIM,2019-03-21,2019-03-01,2019,DXRX,DIACEUTICS PLC,New Company Placing,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,76.0,GBX,58.8,Cenkos Securities Plc,17.0,3.75,20.75,87.0,104.0,76.0,95.5,602320.0,98.0,95.5,85.0,94.5,131.0,113.0,,,0,0.0,0.0,0.0,1.0
UK Main Market,2019-03-15,2019-03-01,2019,DWF,DWF GROUP PLC,New Company Placing,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,122.0,GBX,381,No Advisor,75.0,20.22,95.22,125.0,125.0,122.0199966430664,105.7404327392578,988910.0,106.38517761230467,104.02105712890624,104.7947769165039,104.46173095703124,121.52786254882812,74.35523223876953,,,3,0.0,0.0,0.0,1.0
UK Main Market,2019-01-21,2019-01-01,2019,DEV,DEV CLEVER HOLDINGS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,1.0,GBX,6.07,No Advisor,0.68,0,0.68,2.25,4.5,2.25,4.5,304755.0,8.0,12.75,10.0,3.674999952316284,1.2000000476837158,22.549999237060547,,,3,0.0,0.0,0.0,1.0
AIM,2018-12-19,2018-12-01,2018,LIT,LITIGATION CAPITAL MANAGEMENT LIMITED,New Company Placing,Australia,8775.0,Financial Services,Specialty Finance,52.0,GBX,61.95,Canaccord Genuity Ltd,20.0,0,20,57.0,61.5,57.0,58.7246208190918,160109.0,70.8659896850586,67.64481353759766,75.5738754272461,107.6080322265625,69.0,56.70000076293945,,,0,0.0,0.0,0.0,1.0
AIM,2018-12-14,2018-12-01,2018,CCS,CROSSWORD CYBERSECURITY PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,290.0,GBX,14.39,Grant Thornton UK LLP,2.0,0,2,24.5,24.5,24.5,24.5,0.0,24.0,31.5,36.5,54.5,48.0,27.899999618530277,,,0,0.0,0.0,0.0,1.0
AIM,2018-12-14,2018-12-01,2018,MANO,MANOLETE PARTNERS PLC,New Company Placing,United Kingdom,8771.0,Financial Services,Asset Managers,175.0,GBX,83.87,Peel Hunt LLP,16.25,13.09,29.34,195.0,215.0,190.0,189.25816345214844,308101.0,190.2337188720703,190.2337188720703,374.1263427734375,531.6788940429688,406.740478515625,265.601806640625,,,0,0.0,0.0,0.0,1.0
UK Main Market,2018-12-12,2018-12-01,2018,AJB,AJ BELL PLC,New Company Placing,United Kingdom,8777.0,Financial Services,Investment Services,160.0,GBX,911.81,No Advisor,0.0,173.22,173.22,162.0,224.0,162.0,205.6797790527344,6234891.0,224.37794494628903,239.33648681640625,271.12335205078125,387.052001953125,373.43353271484375,405.8946838378906,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-12-11,2018-12-01,2018,SEIT,SDCL ENERGY EFFICIENCY INCOME TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,103,No Advisor,100.0,0,100,103.0,103.0,100.1999969482422,82.43331146240234,675346.0,82.39226531982422,82.15425109863281,83.713623046875,86.98876190185547,89.87866973876953,95.68255615234376,,,3,1.0,0.0,0.0,0.0
International Main Market,2018-12-07,2018-12-01,2018,HOYE,HONYE FINANCIAL SERVICES LIMITED,New Company Placing,Cayman Islands,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,10.0,GBX,3.33,No Advisor,2.46,0,2.46,13.5,13.5,13.5,13.5,0.0,13.5,14.5,16.5,22.5,23.5,0.449999988079071,,,1,0.0,0.0,0.0,1.0
AIM,2018-12-05,2018-12-01,2018,FCAP,FINNCAP GROUP PLC,New Company Placing,United Kingdom,8771.0,Financial Services,Asset Managers,28.0,GBX,49.63,Grant Thornton UK LLP,3.75,1.25,5,28.0,28.0,28.0,23.54422378540039,53536.0,23.754440307617188,23.754440307617188,23.879545211791992,20.709693908691406,18.68248748779297,20.5108585357666,,,0,0.0,0.0,0.0,1.0
AIM,2018-12-04,2018-12-01,2018,TPX,THE PANOPLY HOLDINGS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,74.0,GBX,30.45,Stifel Nicolaus Europe Limited,5.0,0.39,5.39,79.80000305175781,84.0,78.19999694824219,79.30736541748047,8009.0,80.28046417236328,82.71320343017578,102.17513275146484,85.14595031738281,72.98223876953125,172.72462463378906,,,0,0.0,1.0,0.0,0.0
AIM,2018-11-30,2018-11-01,2018,KRPZ,KROPZ PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,40.0,GBX,102.1,Grant Thornton UK LLP,27.34,0,27.34,42.85359954833984,43.92739868164063,39.04650115966797,42.46310043334961,11341.0,40.9989013671875,40.9989013671875,24.40410041809082,25.380199432373047,7.321199893951416,4.25,,,0,0.0,0.0,0.0,1.0
International Main Market,2018-11-22,2018-11-01,2018,GST,GOLDEN SAINT TECHNOLOGIES LIMITED,New Company Placing,British Virgin Islands,9533.0,Software & Computer Services,Computer Services,0.75,GBX,8.96,No Advisor,0.91,0,0.91,0.8999999761581421,0.8999999761581421,0.7099999785423279,0.7749999761581421,4656922.0,0.675000011920929,0.675000011920929,0.675000011920929,0.4250000119209289,0.1150000020861625,0.1949999928474426,,,1,0.0,0.0,0.0,1.0
International Main Market,2018-11-16,2018-11-01,2018,KAP,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM,International Offering (GDR),Kazakhstan,1775.0,Mining,General Mining,11.6,USD,2410.54,No Advisor,311.26,0,311.26,12.0,12.100000381469728,11.619720458984377,12.0,1009977.0,11.6899995803833,13.600000381469728,13.800000190734863,15.199999809265137,13.5,14.350000381469728,,,1,0.0,0.0,0.0,1.0
UK Main Market,2018-11-15,2018-11-01,2018,COBR,COBRA RESOURCES PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,1.5,GBX,1.18,No Advisor,0.52,0,0.52,1.6749999523162842,1.7480000257492063,1.6749999523162842,1.75,116500.0,1.649999976158142,1.0,0.949999988079071,1.25,1.25,2.75,,,3,1.0,0.0,0.0,0.0
International Main Market,2018-11-14,2018-11-01,2018,NLB,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",International Offering (GDR),Slovenia,8355.0,Banks,Banks,10.3,EUR,730.34,No Advisor,493.16,0,493.16,11.2,11.75,11.0,9.244488,1530394.0,9.085321,9.045128,10.008162,9.598189,10.132107,6.965823,,,1,0.0,0.0,0.0,1.0
UK Main Market,2018-11-14,2018-11-01,2018,MGCI,M&G CREDIT INCOME INVESTMENT TRUST PLC,New Company Placing,United Kingdom,8771.0,Financial Services,Asset Managers,100.0,GBX,102,No Advisor,100.0,0,100,102.0,102.0,102.0,85.605095,1602011.0,85.771988,85.93885,86.356018,86.356018,90.238083,78.907562,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-11-13,2018-11-01,2018,GRID,GRESHAM HOUSE ENERGY STORAGE FUND PLC,New Company Placing,United Kingdom,0.0,Not Identified,Not Identified,100.0,GBX,103,No Advisor,100.0,0,100,103.400002,103.400002,102.019997,83.713943,41805.0,83.307556,83.713943,83.713943,84.526695,86.591568,95.701515,,,3,0.0,0.0,0.0,1.0
AIM,2018-11-06,2018-11-01,2018,RENX,RENALYTIX AI PLC,New Company Placing,United Kingdom,4535.0,Health Care Equipment & Services,Medical Equipment,121.0,GBX,65.92,Nplus1 Singer Advisory LLP,22.25,0,22.25,120.0,122.4000015258789,116.0,120.0,44592.0,120.0,105.0,125.0,190.0,252.0,510.0,,,0,1.0,0.0,0.0,0.0
UK Main Market,2018-11-06,2018-11-01,2018,MERI,MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED,New Company Placing,Guernsey,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,103.5,No Advisor,100.0,0,100,104.6999969482422,104.6999969482422,102.1500015258789,103.5,73866.0,104.0,103.5,102.5,116.0,118.0,143.0,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-10-23,2018-10-01,2018,AJOT,AVI JAPAN OPPORTUNITY TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,81.2,No Advisor,80.0,0,80,102.22000122070312,102.22000122070312,100.5250015258789,97.47864532470705,62475.0,97.47864532470705,100.35977935791016,97.2865753173828,99.39940643310548,99.39940643310548,106.56539916992188,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-10-22,2018-10-01,2018,CBA,CEIBA INVESTMENTS LIMITED,New Company Placing,Guernsey,0.0,Not Identified,Not Identified,100.0,GBX,139.74,No Advisor,30.0,0,30,124.0,124.0,124.0,117.28618621826172,0.0,117.28618621826172,96.0044174194336,96.0044174194336,89.85635375976562,78.0,64.5,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-10-19,2018-10-01,2018,SSON,SMITHSON INVESTMENT TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1000.0,GBX,843.07,No Advisor,822.51,0,822.51,1025.0,1045.0,1010.0,1020.0,883873.0,1034.0,1043.0,1019.7999877929688,1210.0,1210.0,1584.0,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-10-08,2018-10-01,2018,AML,ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,New Company Placing,United Kingdom,3353.0,Automobiles & Parts,Automobiles,1900.0,GBX,3896.57,No Advisor,0.0,1083.01,1083.01,12199.091796875,12295.400390625,11198.7666015625,11621.240234375,3732244.0,10234.3955078125,9759.2734375,7856.21484375,6511.74658203125,3071.602783203125,1000.0,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-10-03,2018-10-01,2018,FCH,FUNDING CIRCLE HOLDINGS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,440.0,GBX,1264.68,No Advisor,300.0,0,300,439.8999938964844,439.8999938964844,362.0499877929688,364.0,6051556.0,342.0,373.5,345.0,397.0,91.0,79.5999984741211,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-10-01,2018-10-01,2018,MMIT,MOBIUS INVESTMENT TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,100.02,No Advisor,100.0,0,100,100.0199966430664,100.0199966430664,100.0,99.11174774169922,384336.0,98.38370513916016,93.21855926513672,92.92340850830078,96.72593688964844,84.80675506591797,92.8119888305664,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-10-01,2018-10-01,2018,TRR,TRIDENT RESOURCES PLC,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,20.0,GBX,4.62,No Advisor,4.0,0,4,21.450000762939453,21.450000762939453,20.0,21.0,100899.0,21.0,21.25,20.5,18.75,15.25,30.0,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-09-27,2018-09-01,2018,TI1,TRIAN INVESTORS 1 LIMITED,New Company Placing,Guernsey,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,273.29,No Advisor,270.59,0,270.59,98.0,98.0,98.0,97.5303192138672,0.0,98.52552795410156,98.52552795410156,101.0135498046875,100.51594543457033,101.0135498046875,92.0,,,3,1.0,0.0,0.0,0.0
AIM,2018-08-08,2018-08-01,2018,JSE,JADESTONE ENERGY INC,New Company Placing,Canada,533.0,Oil & Gas Producers,Exploration & Production,35.0,GBX,186.71,Stifel Nicolaus Europe Limited,83.9,0,83.9,39.79999923706055,36.0,36.0,34.663970947265625,5552472.0,34.04240417480469,36.62427520751953,38.53677368164063,36.815528869628906,52.35455322265625,65.02483367919922,,,0,1.0,0.0,0.0,0.0
UK Main Market,2018-08-03,2018-08-01,2018,ARB,ARGO BLOCKCHAIN PLC,New Company Placing,United Kingdom,2795.0,Support Services,Financial Administration,16.0,GBX,49.94,No Advisor,25.0,0,25,17.399999618530273,17.399999618530273,12.0,12.5,5807100.0,11.125,11.625,5.875,3.5,6.25,5.800000190734863,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-08-02,2018-08-01,2018,DISH,BIGDISH PLC,New Company Placing,Jersey,9537.0,Software & Computer Services,Software,4.5,GBX,13.58,No Advisor,2.22,0,2.22,4.400000095367432,4.400000095367432,4.0,4.25,4034616.0,5.375,4.125,2.75,1.7999999523162842,3.849999904632568,2.549999952316284,,,3,0.0,0.0,0.0,1.0
International Main Market,2018-07-31,2018-07-01,2018,GR1T,GRIT REAL ESTATE INCOME GROUP LIMITED,New Company Placing,Mauritius,8633.0,Real Estate Investment & Services,Real Estate Holding & Development,1.43,USD,339.85,No Advisor,101.24,0,101.24,145.0,145.0,145.0,89.83200073242188,24401.0,90.45154571533205,90.45154571533205,94.07160186767578,92.45524597167967,92.28746032714844,62.09731674194336,,,1,0.0,0.0,0.0,1.0
UK Main Market,2018-07-31,2018-07-01,2018,KAV,KAVANGO RESOURCES PLC,New Company Placing,United Kingdom,1755.0,Industrial Metals & Mining,Nonferrous Metals,2.5,GBX,4.36,No Advisor,1.5,0,1.5,3.0,3.5,2.75,3.25,492500.0,2.5,2.375,2.25,1.899999976158142,3.5999999046325684,1.649999976158142,,,3,1.0,0.0,0.0,0.0
AIM,2018-07-31,2018-07-01,2018,TWD,TRACKWISE DESIGNS PLC,New Company Placing,United Kingdom,2733.0,Electronic & Electrical Equipment,Electrical Components & Equipment,105.0,GBX,16.03,Arden Partners plc,5.5,1.45,6.95,106.27799987792967,114.63259887695312,104.91799926757812,113.17539978027344,140647.0,112.2039031982422,114.14689636230467,102.4893035888672,94.71759796142578,139.4049072265625,87.43160247802734,,,0,1.0,0.0,0.0,0.0
UK Main Market,2018-07-19,2018-07-01,2018,WRKS,THEWORKS.CO.UK PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,160.0,GBX,109.38,No Advisor,28.5,36.73,65.23,175.0,179.0,173.0,155.7771759033203,3124379.0,150.52626037597656,148.78466796875,120.65727996826172,116.8328628540039,61.39650344848633,21.05227851867676,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-07-18,2018-07-01,2018,ASAI,ASA INTERNATIONAL GROUP PLC,New Company Placing,United Kingdom,8773.0,Financial Services,Consumer Finance,313.0,GBX,370,No Advisor,125.2,0,125.2,328.5,345.0,313.5,330.6422424316406,641012.0,420.7077941894531,486.7132568359375,471.3619995117188,419.69915771484375,331.0,141.0,,,3,1.0,0.0,0.0,0.0
AIM,2018-07-12,2018-07-01,2018,IMMO,IMMOTION GROUP PLC,New Company Placing,United Kingdom,2737.0,Electronic & Electrical Equipment,Electronic Equipment,10.0,GBX,27.84,W.H. Ireland Limited,5.75,0,5.75,13.5,13.510000228881836,12.0,12.375,3729654.0,13.0,14.5,10.625,8.875,8.25,2.400000095367432,,,0,1.0,0.0,0.0,0.0
UK Main Market,2018-07-11,2018-07-01,2018,SONG,HIPGNOSIS SONGS FUND LIMITED,New Company Placing,Guernsey,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,208.24,No Advisor,202.18,0,202.18,105.0,105.0,105.0,84.55838775634766,86806.0,85.3753890991211,85.78388214111328,87.92438507080078,88.03445434570312,88.0643310546875,106.30793762207033,,,3,1.0,0.0,0.0,0.0
UK Main Market,2018-07-09,2018-07-01,2018,EBOX,TRITAX EUROBOX PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,310.5,No Advisor,300.0,0,300,1.034999966621399,1.044399976730347,1.0299999713897705,1.017935037612915,14264080.0,1.0314222574234009,1.0253185033798218,1.0143909454345703,0.9076751470565796,0.9450847506523132,0.9155508279800416,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-07-06,2018-07-01,2018,AIE,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,47.24,No Advisor,45.65,0,45.65,103.9000015258789,104.97000122070312,100.0,103.5,1952903.0,102.25,101.75,93.0,91.25,110.5,102.0,,,3,0.0,0.0,0.0,1.0
AIM,2018-07-05,2018-07-01,2018,YCA,YELLOW CAKE PLC,New Company Placing,Jersey,1755.0,Industrial Metals & Mining,Nonferrous Metals,200.0,GBX,152.35,Numis Securities Limited,151.24,0,151.24,200.0,204.0,193.0,204.0,1344894.0,198.5,218.0,240.0,229.0,207.0,214.5,,,0,0.0,0.0,0.0,1.0
UK Main Market,2018-07-04,2018-07-01,2018,AMGO,AMIGO HOLDINGS PLC,New Company Placing,United Kingdom,8773.0,Financial Services,Consumer Finance,275.0,GBX,1496.11,No Advisor,326.8,326.8,653.6,290.0,299.95001220703125,285.0,260.6488952636719,13296952.0,280.2089538574219,249.27682495117188,225.0314483642578,250.868896484375,182.3067626953125,5.78000020980835,,,3,0.0,0.0,0.0,1.0
UK Main Market,2018-07-02,2018-07-01,2018,PU13,PUMA VCT 13 PLC,Offer for Subscription - New Company,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,17.91,No Advisor,17.91,0,17.91,97.0,97.0,97.0,-277.7738647460937,0.0,-277.7738647460937,-270.9297180175781,-269.755615234375,-280.63751220703125,-266.3192443847656,-243.4100646972656,,,3,1.0,0.0,0.0,0.0
AIM,2018-06-29,2018-06-01,2018,KGH,KNIGHTS GROUP HOLDINGS PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,145.0,GBX,118.49,Numis Securities Limited,31.0,20,51,166.0,177.97999572753906,166.0,165.9144287109375,4848919.0,164.96633911132812,163.53472900390625,184.4114990234375,171.574462890625,252.7568206787109,374.07720947265625,,,0,0.0,0.0,0.0,1.0
AIM,2018-06-29,2018-06-01,2018,RAI,RA INTERNATIONAL GROUP PLC,New Company Placing,United Kingdom,2727.0,General Industrials,Diversified Industrials,56.0,GBX,100.67,Cenkos Securities Plc,18.8,0,18.8,56.0,63.20000076293945,56.0,57.28243255615234,1752093.0,66.05957794189453,68.83131408691406,64.21175384521484,40.65205001831055,45.74318313598633,44.246429443359375,,,0,0.0,0.0,0.0,1.0
AIM,2018-06-28,2018-06-01,2018,MIND,MIND GYM PLC,New Company Placing,United Kingdom,2793.0,Support Services,Business Training & Employment Agencies,146.0,GBX,166.43,Liberum Capital Limited,0.0,50.85,50.85,170.0,190.0,170.0,173.34347534179688,1910555.0,173.34347534179688,178.2263946533203,162.60105895996094,151.17910766601562,121.23779296875,95.0,,,0,1.0,0.0,0.0,0.0
AIM,2018-06-27,2018-06-01,2018,CBOX,CAKE BOX HOLDINGS PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,108.0,GBX,48.2,Shore Capital & Corporate Limited,0.0,16.52,16.52,119.0,129.0,108.0,111.6388702392578,910963.0,132.29644775390625,147.6797637939453,147.240234375,145.13656616210938,154.871337890625,158.51397705078125,,,0,0.0,0.0,0.0,1.0
UK Main Market,2018-06-25,2018-06-01,2018,QLT,QUILTER PLC,New Company Placing,United Kingdom,8575.0,Life Insurance,Life Insurance,140.0,GBX,2872.4,No Advisor,0.0,230.97,230.97,176.16659545898438,186.0832977294922,169.77330017089844,121.42168426513672,97434181.0,116.1973648071289,121.43763732910156,119.3599853515625,100.01272583007812,122.07818603515624,130.0142822265625,,,3,1.0,0.0,0.0,0.0
AIM,2018-06-21,2018-06-01,2018,INX,I-NEXUS GLOBAL PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,79.0,GBX,24.69,Nplus1 Singer Advisory LLP,9.2,0.8,10,85.0,94.0,85.0,93.0,89316.0,91.5,82.5,72.0,38.0,34.5,5.050000190734863,,,0,1.0,0.0,0.0,0.0
