Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,notes
International Main Market,2006-10-24,2006-10-01,2006,IPO,,A&D PHARMA HLDGS NV,International Offering (GDR),Netherlands,5333.0,Food & Drug Retailers,Drug Retailers,12.0,,80.47,,80.47,-,-,,,,,,,,,,,,,,
AIM,2006-10-23,2006-10-01,2006,IPO,,LED INTL HLDGS LTD,New Company Placing,Hong Kong,2737.0,Electronic & Electrical Equipment,Electronic Equipment,10.0,,13.69,Corporate Synergy plc,0.5,-,-,,,,,,,,,,,,,,
AIM,2006-10-20,2006-10-01,2006,IPO,,DATATEC,New Company Placing,South Africa,9533.0,Software & Computer Services,Computer Services,192.0,,296.48,Dresdner Kleinwort Wasserstein,13.89,-,-,,,,,,,,,,,,,,
AIM,2006-10-18,2006-10-01,2006,IPO,,SPAZIO INVESTMENT NV,New Company Placing,Netherlands,8733.0,Real Estate,Real Estate Holding & Development,844.1251925,,257.29,Credit Suisse Securities (Europe) Limited,172.88,-,-,,,,,,,,,,,,,,
PSM,2006-10-18,2006-10-01,2006,IPO,,MCB BANK LTD,International Offering (GDR),Pakistan,8355.0,Banks,Banks,17.397,,79.08,,79.08,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-17,2006-10-01,2006,IPO,ASHM,ASHMORE GROUP PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,170.0,,1205.17,,301.35,-,-,185.0,202.0,170.0,86.522705078125,49523912.0,93.28226470947266,88.32527923583984,112.7724380493164,133.9867401123047,128.0822296142578,75.83200073242188,180.62791442871094,259.54791259765625,
AIM,2006-10-17,2006-10-01,2006,IPO,,PANGEA DIAMONDFIELDS PLC,New Company Placing,United Kingdom,1773.0,Mining,Diamonds & Gemstones,60.0,,70.25,Ambrian Partners Limited,15.89,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-17,2006-10-01,2006,IPO,,OCTOPUS PROTECTED VCT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,2.68,,2.68,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-17,2006-10-01,2006,IPO,,APOLLO VCT 1 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,1.1,,1.1,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-17,2006-10-01,2006,IPO,,APOLLO VCT 2 PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,1.1,,1.1,-,-,,,,,,,,,,,,,,
AIM,2006-10-16,2006-10-01,2006,IPO,,PLANT IMPACT PLC,New Company Placing,United Kingdom,1357.0,Chemicals,Specialty Chemicals,38.0,,8.79,Grant Thornton UK LLP ,3.85,-,-,,,,,,,,,,,,,,
AIM,2006-10-13,2006-10-01,2006,IPO,,JAPAN RESIDENTIAL INVESTMENT CO LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,100,Ernst & Young LLP,100.0,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-12,2006-10-01,2006,IPO,,HOGG ROBINSON GROUP PLC,International Offering (GDR),United Kingdom,5759.0,Travel & Leisure,Travel & Tourism,90.0,,275.07,,242.0,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-11,2006-10-01,2006,IPO,EXPN,EXPERIAN GROUP LTD,International Offering (GDR),United Kingdom,2791.0,Support Services,Business Support Services,560.0,,5713.69,,800.0,-,-,560.0,605.0,560.0,418.83123779296875,27574870.0,414.4683532714844,429.7381896972656,429.3038024902344,449.3988037109375,406.2431640625,240.54571533203125,606.2946166992188,1418.6329345703125,
AIM,2006-10-11,2006-10-01,2006,IPO,,LOW CARBON ACCELERATOR LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,44.5,Hoare Govett Limited,44.5,-,-,,,,,,,,,,,,,,
AIM,2006-10-10,2006-10-01,2006,IPO,,KANYON PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,1.0,,4.5,Zimmerman Adams International Ltd,3.5,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-06,2006-10-01,2006,IPO,,CAPITAL & COUNTIES DEBENTURE PLC,New Company Placing,United Kingdom,8672.0, Real Estate Investment Trusts, Retail REITs,1.0,, -   ,,354.88,-,-,,,,,,,,,,,,,,
AIM,2006-10-06,2006-10-01,2006,IPO,,PROSPERITY VOSKHOD FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,53.53462459,,66.92,KPMG LLP,66.92,-,-,,,,,,,,,,,,,,
AIM,2006-10-06,2006-10-01,2006,IPO,MVI,MARWYN VALUE INVESTORS II LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,33,Colins Stewart Europe Limited,33.0,-,-,100.0,100.0,100.0,73.3484115600586,0.0,73.3484115600586,73.3484115600586,73.3484115600586,73.3484115600586,81.4167251586914,74.44863891601562,90.58528137207031,139.54534912109375,
International Main Market,2006-10-05,2006-10-01,2006,IPO,,KAZMUNAIGAS EXPLORATION PRODUCTION,International Offering (GDR),Kazakhstan,533.0,Oil & Gas Producers,Exploration & Production,14.64,,360.16,,360.16,-,-,,,,,,,,,,,,,,
AIM,2006-10-03,2006-10-01,2006,IPO,,PARTNERS GROUP GLOBAL OPPORTUNITIES,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,678.1500263,,268.89,Credit Suisse Securities (Europe) Limited,268.89,-,-,,,,,,,,,,,,,,
International Main Market,2006-10-02,2006-10-01,2006,IPO,,AER LINGUS GROUP PLC,International Offering (GDR),Republic of Ireland,5751.0,Travel & Leisure,Airlines,2.2,,758.83,,336.5,-,-,,,,,,,,,,,,,,
AIM,2006-10-02,2006-10-01,2006,IPO,,SSP HLDGS PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,98.0,,70.23,KBC Peel Hunt Limited,31.0,-,-,,,,,,,,,,,,,,
AIM,2006-09-29,2006-09-01,2006,IPO,,HYDROGEN GROUP PLC,New Company Placing,United Kingdom,2793.0,Support Services,Business Training & Employment Agencies,232.0,,52.3,Oriel Securities Limited,6.44,-,-,,,,,,,,,,,,,,
AIM,2006-09-27,2006-09-01,2006,IPO,PTR,PETRONEFT RESOURCES,New Company Placing,Republic of Ireland,533.0,Oil & Gas Producers,Exploration & Production,19.8,,34.97,Davy,8.21,-,-,21.0,24.0,19.75,21.75,1180678.0,21.75,23.586999893188477,48.25,45.0,35.25,15.5,22.0,2.325000047683716,
UK Main Market,2006-09-25,2006-09-01,2006,IPO,,KENMORE EUROPEAN INDUSTRIAL FD LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,140,,140.0,-,-,,,,,,,,,,,,,,
UK Main Market,2006-09-22,2006-09-01,2006,IPO,,UK COMMERCIAL PROPERTY TRUST LTD,New Company Placing,United Kingdom,8737.0,Real Estate,Real Estate Investment Trusts,100.0,,530,,152.0,-,-,,,,,,,,,,,,,,
AIM,2006-09-22,2006-09-01,2006,IPO,,INVISTA REAL ESTATE INV MNGMT HLDGS,New Company Placing,United Kingdom,8737.0,Real Estate,Real Estate Investment Trusts,90.0,,238.19,JPMorgan Cazenove Limited,103.19,-,-,,,,,,,,,,,,,,
AIM,2006-09-22,2006-09-01,2006,IPO,,ASIA RESOURCES PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,10.0,,4.02,Zimmerman Adams International Ltd,3.02,-,-,,,,,,,,,,,,,,
AIM,2006-09-21,2006-09-01,2006,IPO,,PACIFIC ALLIANCE ASIA OPPORTUNTY FD,New Company Placing,Cayman Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,52.882,,145.43,Grant Thornton UK LLP ,145.43,-,-,,,,,,,,,,,,,,
AIM,2006-09-21,2006-09-01,2006,IPO,,NETWORK DATA HLDGS PLC,New Company Placing,United Kingdom,8779.0,General Financial,Mortgage Finance,40.0,,11.24,Noble & Company Limited,0.22,-,-,,,,,,,,,,,,,,
AIM,2006-09-18,2006-09-01,2006,IPO,,BIOCARE SOLUTIONS PLC,New Company Placing,United Kingdom,3724.0,Household Goods,Nondurable Household Products,20.0,,18.33,KBC Peel Hunt Limited,6.25,-,-,,,,,,,,,,,,,,
AIM,2006-09-07,2006-09-01,2006,IPO,,CHROMEX MINING PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,20.0,,11.27,Corporate Synergy plc,0.87,-,-,,,,,,,,,,,,,,
AIM,2006-09-06,2006-09-01,2006,IPO,,GMO LTD,New Company Placing,United Kingdom,6575.0,Mobile Telecommunications,Mobile Telecommunications,50.0,,20,Corporate Synergy plc,5.0,-,-,,,,,,,,,,,,,,
AIM,2006-09-06,2006-09-01,2006,IPO,,HIGHTEX GROUP PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,10.0,,11.65,Teather & Greenwood Limited,1.5,-,-,,,,,,,,,,,,,,
AIM,2006-09-06,2006-09-01,2006,IPO,,RUBICON SOFTWARE GROUP PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,10.0,,3.77,W H Ireland Limited,0.77,-,-,,,,,,,,,,,,,,
AIM,2006-09-05,2006-09-01,2006,IPO,,AQUABELLA GROUP PLC,New Company Placing,United Kingdom,3573.0,Food Producers,Farming & Fishing,100.0,,18.25,City Financial Associates Limited,2.29,-,-,,,,,,,,,,,,,,
AIM,2006-08-31,2006-08-01,2006,IPO,,PRINCE CATERING & MGMT(OVERSEAS)LTD,New Company Placing,British Virgin Islands,5757.0,Travel & Leisure,Restaurants & Bars,9.25,,7.94,W H Ireland Limited,0.43,-,-,,,,,,,,,,,,,,
AIM,2006-08-30,2006-08-01,2006,IPO,,AIM REALISATION FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,30.65,Colins Stewart Europe Limited,30.65,-,-,,,,,,,,,,,,,,
AIM,2006-08-24,2006-08-01,2006,IPO,,PROBABILITY PLC,New Company Placing,United Kingdom,5752.0,Travel & Leisure,Gambling,76.0,,13.66,Evolution Securities Limited,4.15,-,-,,,,,,,,,,,,,,
AIM,2006-08-22,2006-08-01,2006,IPO,,AURELIAN OIL & GAS PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,55.0,,73.82,Nabarro Wells & Co. Limited,12.63,-,-,,,,,,,,,,,,,,
AIM,2006-08-21,2006-08-01,2006,IPO,,VELOSI LTD,New Company Placing,United Kingdom,573.0,"Oil Equipment, Services & Distribution",Oil Equipment & Services,90.0,,34.33,Strand Partners Limited,10.0,-,-,,,,,,,,,,,,,,
AIM,2006-08-17,2006-08-01,2006,IPO,,GREEN DRAGON GAS LTD,New Company Placing,Cayman Islands,1771.0,Mining,Coal,293.9077608,,277.78,Smith & Williamson Corporate Finance Limited,13.27,-,-,,,,,,,,,,,,,,
AIM,2006-08-16,2006-08-01,2006,IPO,,NORTH REAL ESTATE OPPORTUNITIES FD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,67.52504516,,67.53,Panmure Gordon (Broking) Limited,67.53,-,-,,,,,,,,,,,,,,
AIM,2006-08-15,2006-08-01,2006,IPO,,ENERGETIX GROUP PLC,New Company Placing,United Kingdom,2757.0,Industrial Engineering,Industrial Machinery,40.0,,13,Zeus Capital Limited,1.0,-,-,,,,,,,,,,,,,,
AIM,2006-08-14,2006-08-01,2006,IPO,BOTB,BEST OF THE BEST PLC,New Company Placing,United Kingdom,5752.0,Travel & Leisure,Gambling,63.0,,8.01,Charles Stanley Securities,2.5,-,-,67.5,72.0,65.0,32.33176803588867,36195.0,30.415809631347656,26.34440040588379,28.0208683013916,25.146930694580078,33.52923583984375,20.357036590576172,10.277650833129883,128.7956085205078,
AIM,2006-08-14,2006-08-01,2006,IPO,,CARNEGIE MINERALS PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,8.0,,4.87,Corporate Synergy plc,2.0,-,-,,,,,,,,,,,,,,
AIM,2006-08-10,2006-08-01,2006,IPO,,JUMPTV INC,New Company Placing,Canada,5553.0,Media,Broadcasting & Entertainment,262.0,,87.13,Canaccord Adams Limited,31.44,-,-,,,,,,,,,,,,,,
AIM,2006-08-10,2006-08-01,2006,IPO,,PLATMIN LIMITED,New Company Placing,Canada,1779.0,Mining,Platinum & Precious Metals,190.0,,169.49,Grant Thornton UK LLP ,21.61,-,-,,,,,,,,,,,,,,
AIM,2006-08-08,2006-08-01,2006,IPO,,RENESOLA LTD,New Company Placing,British Virgin Islands,2733.0,Electronic & Electrical Equipment,Electrical Components & Equipment,79.424,,79.42,Westhouse Securities LLP,26.47,-,-,,,,,,,,,,,,,,
AIM,2006-08-04,2006-08-01,2006,IPO,,CARECAPITAL GROUP PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,30.0,,23.03,Daniel Stewart & Company plc,7.5,-,-,,,,,,,,,,,,,,
AIM,2006-08-03,2006-08-01,2006,IPO,,CUE ENERGY PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,2.0,,4.6,Ruegg & Co Limited ,3.0,-,-,,,,,,,,,,,,,,
AIM,2006-08-02,2006-08-01,2006,IPO,,1PM PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,2.0,,2.93,SVS Securities,1.3,-,-,,,,,,,,,,,,,,
AIM,2006-08-01,2006-08-01,2006,IPO,,INDIA HOSPITALITY CORP,New Company Placing,Cayman Islands,8775.0,General Financial,Specialty Finance,321.8279896,,68.66,Deutsche Bank AG London,53.64,-,-,,,,,,,,,,,,,,
UK Main Market,2006-08-01,2006-08-01,2006,IPO,,HENDERSON GLOBAL PROPERTY COMPANIES,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,37.5,,37.5,-,-,,,,,,,,,,,,,,
AIM,2006-08-01,2006-08-01,2006,IPO,,NEW STAR ABSOLUTE RETURN FD PCC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,24.1,Ernst & Young LLP,24.1,-,-,,,,,,,,,,,,,,
AIM,2006-08-01,2006-08-01,2006,IPO,,HERITAGE UNDERWRITING AGENCY PLC,New Company Placing,United Kingdom,8536.0,Nonlife Insurance,Property & Casualty Insurance,75.0,,43.32,KBC Peel Hunt Limited,15.44,-,-,,,,,,,,,,,,,,
AIM,2006-07-31,2006-07-01,2006,IPO,,IMPERIAL INNOVATIONS GROUP,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,365.0,,180.76,JPMorgan Cazenove Limited,26.5,-,-,,,,,,,,,,,,,,
International Main Market,2006-07-31,2006-07-01,2006,IPO,,NAPO PHARMACEUTICALS INC,New Company Placing,USA,4577.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,83.0,,35.85,,9.5,-,-,,,,,,,,,,,,,,
AIM,2006-07-31,2006-07-01,2006,IPO,,TINCI HOLDINGS,New Company Placing,Hong Kong,2757.0,Industrial Engineering,Industrial Machinery,70.0,,37.07,Zimmerman Adams International Ltd,2.05,-,-,,,,,,,,,,,,,,
UK Main Market,2006-07-27,2006-07-01,2006,IPO,,GOLDMAN SACHS DYNAMIC OPPORTUNITIES,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,220.38,,220.38,-,-,,,,,,,,,,,,,,
AIM,2006-07-26,2006-07-01,2006,IPO,,ACP MEZZANINE LIMITED,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,68.32,,69.28,Colins Stewart Europe Limited,67.36,-,-,,,,,,,,,,,,,,
AIM,2006-07-26,2006-07-01,2006,IPO,GDP,GOLDPLAT PLC,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,7.5,,7.8,HB – Corporate,1.5,-,-,7.5,8.5,7.5,7.553499221801758,2085880.0,7.789546012878418,7.553499221801758,7.081405162811279,5.9011712074279785,8.6865234375,10.858154296875,12.39245891571045,5.75,
UK Main Market,2006-07-24,2006-07-01,2006,IPO,,CMA GLOBAL HEDGE PCC LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,10.0,, -   ,,220.54,-,-,,,,,,,,,,,,,,
AIM,2006-07-21,2006-07-01,2006,IPO,,NUFCOR URANIUM LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,205.0,,67.65,Deutsche Bank AG London,60.89,-,-,,,,,,,,,,,,,,
AIM,2006-07-21,2006-07-01,2006,IPO,,SYLVANIA RESOURCES LTD,New Company Placing,Australia,1775.0,Mining,General Mining,30.0,,43.66,William de Broe Plc,12.0,-,-,,,,,,,,,,,,,,
International Main Market,2006-07-19,2006-07-01,2006,IPO,,ROSNEFT OJSC,International Offering (GDR),Russia,537.0,Oil & Gas Producers,Integrated Oil & Gas,7.55,,3580.52,,3580.52,-,-,,,,,,,,,,,,,,
AIM,2006-07-19,2006-07-01,2006,IPO,,ARDEN PARTNERS PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,162.0,,40.02,Altium Capital Limited,15.42,-,-,,,,,,,,,,,,,,
AIM,2006-07-17,2006-07-01,2006,IPO,,NIKANOR PLC,New Company Placing,United Kingdom,1755.0,Industrial Metals,Nonferrous Metals,600.0,,817.5,JPMorgan Cazenove Limited,216.0,-,-,,,,,,,,,,,,,,
UK Main Market,2006-07-12,2006-07-01,2006,IPO,,SOUTHERN CROSS HEALTHCARE GROUP PLC,New Company Placing,United Kingdom,4533.0,Health Care Equipment & Services,Health Care Providers,225.0,,423.15,,220.0,-,-,,,,,,,,,,,,,,
AIM,2006-07-12,2006-07-01,2006,IPO,,VICEROY ACQUISITION CORP,New Company Placing,USA,8775.0,General Financial,Specialty Finance,435.623,,122.52,KBC Peel Hunt Limited,98.02,-,-,,,,,,,,,,,,,,
AIM,2006-07-12,2006-07-01,2006,IPO,,TARGET RESOURCES PLC,New Company Placing,United Kingdom,1773.0,Mining,Diamonds & Gemstones,50.0,,43.38,Westhouse Securities LLP,4.01,-,-,,,,,,,,,,,,,,
UK Main Market,2006-07-10,2006-07-01,2006,IPO,,STANDARD LIFE PLC,New Company Placing,United Kingdom,8575.0,Life Insurance,Life Insurance,230.0,,4599.37,,2234.56,-,-,,,,,,,,,,,,,,
AIM,2006-07-10,2006-07-01,2006,IPO,,PIXEL INTERACTIVE MEDIA LTD,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,30.5,,10.61,"Dawnay, Day Corporate Finance Limited",2.37,-,-,,,,,,,,,,,,,,
AIM,2006-07-07,2006-07-01,2006,IPO,,CITEL PLC,New Company Placing,United Kingdom,6535.0,Fixed Line Telecommunications,Fixed Line Telecommunications,95.0,,12.81,Panmure Gordon (Broking) Limited,0.4,-,-,,,,,,,,,,,,,,
UK Main Market,2006-07-06,2006-07-01,2006,IPO,,MIDDLEFIELD CANADIAN INC TST INV CO,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,, -   ,,55.0,-,-,,,,,,,,,,,,,,
AIM,2006-07-04,2006-07-01,2006,IPO,,EROS INTERNATIONAL,New Company Placing,United Kingdom,5553.0,Media,Broadcasting & Entertainment,176.0,,176,Evolution Securities Limited,27.5,-,-,,,,,,,,,,,,,,
AIM,2006-07-04,2006-07-01,2006,IPO,,NATIONWIDE ACCIDENT REPAIR SERVICES,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,111.0,,49.81,Arbuthnot Securities Limited,17.5,-,-,,,,,,,,,,,,,,
AIM,2006-07-04,2006-07-01,2006,IPO,TAST,TASTY PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,52.0,,11.85,Evolution Securities Limited,1.75,-,-,53.7677001953125,86.22200012207031,53.28329849243164,78.95610046386719,281018.0,104.14459991455078,99.30069732666016,105.5978012084961,113.34809875488281,125.94229888916016,37.78269958496094,49.89250183105469,156.4591064453125,
International Main Market,2006-07-03,2006-07-01,2006,IPO,,COLT TELECOM GROUP S.A.,New Company Placing,Luxembourg,6535.0,Fixed Line Telecommunications,Fixed Line Telecommunications,177.0,,1203.68,,304.43,-,-,,,,,,,,,,,,,,
AIM,2006-07-03,2006-07-01,2006,IPO,,PROTONEX TECHNOLOGY CORP,New Company Placing,USA,2733.0,Electronic & Electrical Equipment,Electrical Components & Equipment,85.0,,36.8,Canaccord Adams Limited,8.8,-,-,,,,,,,,,,,,,,
AIM,2006-07-03,2006-07-01,2006,IPO,GGP,GREATLAND GOLD PLC,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,2.0,,2.01,ARM Corporate Finance Limited,1.31,-,-,2.25,2.4800000190734863,2.2300000190734863,2.25,3576604.0,2.575000047683716,2.75,2.130000114440918,1.375,2.5,1.2300000190734863,2.2750000953674316,0.30000001192092896,
UK Main Market,2006-06-30,2006-06-01,2006,IPO,,PURICORE PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,66.0,,100.21,,30.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-30,2006-06-01,2006,IPO,,CHINA BIODIESEL INTL HLDG CO,New Company Placing,British Virgin Islands,1357.0,Chemicals,Specialty Chemicals,85.0,,38.6,Evolution Securities Limited,8.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-30,2006-06-01,2006,IPO,,AFRICAN CONSOLIDATED RESOURCES,New Company Placing,United Kingdom,1777.0,Mining,Gold Mining,12.0,,22.69,William de Broe Plc,4.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-27,2006-06-01,2006,IPO,,BRIDGEWELL GROUP PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,140.0,,57.71,Bell Lawrie & Co,17.11,-,-,,,,,,,,,,,,,,
AIM,2006-06-27,2006-06-01,2006,IPO,,NANETTE REAL ESTATE GROUP NV,New Company Placing,Netherlands,8733.0,Real Estate,Real Estate Holding & Development,77.0,,102.4,KBC Peel Hunt Limited,10.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-26,2006-06-01,2006,IPO,,ARC CAPITAL HLDGS LTD,New Company Placing,Cayman Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,54.68814144,,65.63,Grant Thornton UK LLP ,44.91,-,-,,,,,,,,,,,,,,
AIM,2006-06-26,2006-06-01,2006,IPO,,NORKOM GROUP PLC,New Company Placing,Republic of Ireland,9537.0,Software & Computer Services,Software,85.27482872,,68.64,Goodbody Corporate Finance Limited,14.44,-,-,,,,,,,,,,,,,,
UK Main Market,2006-06-23,2006-06-01,2006,IPO,,CLINPHONE PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,148.0,,94.06,,60.28,-,-,,,,,,,,,,,,,,
AIM,2006-06-23,2006-06-01,2006,IPO,,INFOSERVE GROUP PLC,New Company Placing,United Kingdom,9535.0,Software & Computer Services,Internet,41.15,,6,W H Ireland Limited,2.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-23,2006-06-01,2006,IPO,,GEONG INTERNATIONAL,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,30.0,,7.84,Ruegg & Co Limited ,0.75,-,-,,,,,,,,,,,,,,
AIM,2006-06-21,2006-06-01,2006,IPO,,MAY GURNEY INTEGRATED SERVICES,New Company Placing,United Kingdom,2357.0,Construction & Materials,Heavy Construction,186.0,,130.64,Altium Capital Limited,44.13,-,-,,,,,,,,,,,,,,
AIM,2006-06-21,2006-06-01,2006,IPO,,OCZ TECHNOLOGY GROUP INC,New Company Placing,USA,9572.0,Technology Hardware & Equipment,Computer Hardware,65.0,,27.2,John East & Partners Limited,4.91,-,-,,,,,,,,,,,,,,
AIM,2006-06-16,2006-06-01,2006,IPO,,FINANCIAL PAYMENT SYSTEMS,New Company Placing,United Kingdom,2795.0,Support Services,Financial Administration,12.0,,11,Daniel Stewart & Company plc,5.0,-,-,,,,,,,,,,,,,,
AIM,2006-06-15,2006-06-01,2006,IPO,,VIETNAM HLDG LTD,New Company Placing,Cayman Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,108.7577128,,61.18,Grant Thornton UK LLP ,61.18,-,-,,,,,,,,,,,,,,
AIM,2006-06-15,2006-06-01,2006,IPO,DSG,DILLISTONE GROUP,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,125.0,,6.75,Rowan Dartington & Co Limited,0.65,-,-,44.5,44.5,44.5,25.682329177856445,0.0,26.25946617126465,26.25946617126465,26.64417839050293,28.672515869140625,35.718318939208984,32.27394485473633,53.704254150390625,81.4323501586914,
AIM,2006-06-14,2006-06-01,2006,IPO,,TIANSHAN GOLDFIELDS,New Company Placing,Australia,1777.0,Mining,Gold Mining,12.0,,22.27,W H Ireland Limited,6.6,-,-,,,,,,,,,,,,,,
AIM,2006-06-12,2006-06-01,2006,IPO,,WORTHINGTON NICHOLLS GROUP,New Company Placing,United Kingdom,5377.0,General Retailers,Specialized Consumer Services,50.0,,32.5,Corporate Synergy plc,8.7,-,-,,,,,,,,,,,,,,
